"","Level_A","Level_B","Level_C","KO_ID","Description"
"31536",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04237"," PARD3; partitioning defective protein 3"
"31537",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06093"," PARD6; partitioning defective protein 6"
"31538",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06069"," PRKCI; atypical protein kinase C iota type [EC:2.7.11.13]"
"31539",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K18952"," PRKCZ; atypical protein kinase C zeta type [EC:2.7.11.13]"
"31540",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04393"," CDC42; cell division control protein 42"
"31541",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K16175"," SCRIB; protein scribble"
"31542",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K12076"," DLG1; disks large protein 1"
"31543",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K12075"," DLG2; discs large protein 2"
"31544",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K21098"," DLG3; discs large protein 3"
"31545",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06094"," LLGL; lethal(2) giant larvae protein"
"31546",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06090"," CRB3; crumbs 3"
"31547",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06092"," INADL, PATJ; InaD-like protein"
"31548",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06091"," MPP5, PALS1; MAGUK p55 subfamily member 5"
"31549",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K03900"," VWF; von Willebrand factor"
"31550",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K16857"," THBS1; thrombospondin 1"
"31551",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04659"," THBS2S; thrombospondin 2/3/4/5"
"31552",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K05717"," FN1; fibronectin 1"
"31553",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06236"," COL1A; collagen type I alpha"
"31554",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K19719"," COL2A; collagen type II alpha"
"31555",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06237"," COL4A; collagen type IV alpha"
"31556",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06238"," COL6A; collagen type VI alpha"
"31557",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K08131"," COL9A; collagen type IX alpha"
"31558",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K05637"," LAMA1_2; laminin, alpha 1/2"
"31559",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06240"," LAMA3_5; laminin, alpha 3/5"
"31560",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06241"," LAMA4; laminin, alpha 4"
"31561",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K05636"," LAMB1; laminin, beta 1"
"31562",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06243"," LAMB2; laminin, beta 2"
"31563",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06244"," LAMB3; laminin, beta 3"
"31564",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06245"," LAMB4; laminin, beta 4"
"31565",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K05635"," LAMC1; laminin, gamma 1"
"31566",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06246"," LAMC2; laminin, gamma 2"
"31567",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06247"," LAMC3; laminin, gamma 3"
"31568",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06248"," CHAD; chondroadherin"
"31569",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06249"," RELN; reelin [EC:3.4.21.-]"
"31570",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06250"," SPP1, BNSP, OPN; secreted phosphoprotein 1"
"31571",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06251"," VTN; vitronectin"
"31572",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06252"," TN; tenascin"
"31573",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06253"," IBSP; integrin binding sialoprotein"
"31574",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06480"," ITGA1, CD49a; integrin alpha 1"
"31575",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06481"," ITGA2, CD49b; integrin alpha 2"
"31576",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06476"," ITGA2B, CD41; integrin alpha 2B"
"31577",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06482"," ITGA3, CD49c; integrin alpha 3"
"31578",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06483"," ITGA4, CD49d; integrin alpha 4"
"31579",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06484"," ITGA5, CD49e; integrin alpha 5"
"31580",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06485"," ITGA6, CD49f; integrin alpha 6"
"31581",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06583"," ITGA7; integrin alpha 7"
"31582",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06584"," ITGA8; integrin alpha 8"
"31583",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06585"," ITGA9; integrin alpha 9"
"31584",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06586"," ITGA10; integrin alpha 10"
"31585",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06587"," ITGA11; integrin alpha 11"
"31586",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06487"," ITGAV, CD51; integrin alpha V"
"31587",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K05719"," ITGB1, CD29; integrin beta 1"
"31588",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06493"," ITGB3, CD61; integrin beta 3"
"31589",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06525"," ITGB4, CD104; integrin beta 4"
"31590",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06588"," ITGB5; integrin beta 5"
"31591",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06589"," ITGB6; integrin beta 6"
"31592",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06590"," ITGB7; integrin beta 7"
"31593",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06591"," ITGB8; integrin beta 8"
"31594",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K05725"," PTK2, FAK; focal adhesion kinase 1 [EC:2.7.10.2]"
"31595",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K05760"," PXN; paxillin"
"31596",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K03156"," TNF, TNFA; tumor necrosis factor superfamily, member 2"
"31597",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K03158"," TNFRSF1A, TNFR1, CD120a; tumor necrosis factor receptor superfamily member 1A"
"31598",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K03171"," TRADD; tumor necrosis factor receptor type 1-associated DEATH domain protein"
"31599",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04389"," TNFSF6, FASL, CD178; tumor necrosis factor ligand superfamily member 6"
"31600",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04390"," TNFRSF6, FAS, CD95; tumor necrosis factor receptor superfamily member 6"
"31601",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02373"," FADD; FAS-associated death domain protein"
"31602",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04398"," CASP8; caspase 8 [EC:3.4.22.61]"
"31603",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02187"," CASP3; caspase 3 [EC:3.4.22.56]"
"31604",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K13365"," SLC9A3R1, NHERF1; sodium/hydrogen exchange regulatory cofactor NHE-RF1"
"31605",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K21809"," E7; Alphapapillomavirus protein E7"
"31606",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04382"," PPP2C; serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16]"
"31607",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K03456"," PPP2R1; serine/threonine-protein phosphatase 2A regulatory subunit A"
"31608",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04354"," PPP2R2; serine/threonine-protein phosphatase 2A regulatory subunit B"
"31609",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K11583"," PPP2R3; serine/threonine-protein phosphatase 2A regulatory subunit B''"
"31610",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K11584"," PPP2R5; serine/threonine-protein phosphatase 2A regulatory subunit B'"
"31611",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K07206"," TSC1; tuberous sclerosis 1"
"31612",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K07207"," TSC2; tuberous sclerosis 2"
"31613",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K07208"," RHEB; Ras homolog enriched in brain"
"31614",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K07203"," MTOR, FRAP, TOR; serine/threonine-protein kinase mTOR [EC:2.7.11.1]"
"31615",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K07205"," EIF4EBP1; eukaryotic translation initiation factor 4E binding protein 1"
"31616",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04688"," RPS6KB; ribosomal protein S6 kinase beta [EC:2.7.11.1]"
"31617",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K21810"," E1; Alphapapillomavirus replication protein E1 [EC:5.6.2.-]"
"31618",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K21811"," E2; Alphapapillomavirus regulatory protein E2"
"31619",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K14021"," BAK, BAK1; Bcl-2 homologous antagonist/killer"
"31620",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02158"," BAD; Bcl-2-antagonist of cell death"
"31621",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K05089"," PDGFRB, CD140B; platelet-derived growth factor receptor beta [EC:2.7.10.1]"
"31622",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K00922"," PIK3CA_B_D; phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha/beta/delta [EC:2.7.1.153]"
"31623",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02649"," PIK3R1_2_3; phosphoinositide-3-kinase regulatory subunit alpha/beta/delta"
"31624",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04456"," AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]"
"31625",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K07201"," FOXO1; forkhead box protein O1"
"31626",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K21812"," E5; Alphapapillomavirus protein E5"
"31627",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06624"," CDKN1B, P27, KIP1; cyclin-dependent kinase inhibitor 1B"
"31628",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06625"," CDKN1A, P21, CIP1; cyclin-dependent kinase inhibitor 1A"
"31629",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04503"," CCND1; G1/S-specific cyclin-D1"
"31630",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K10151"," CCND2; G1/S-specific cyclin-D2"
"31631",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K10152"," CCND3; G1/S-specific cyclin-D3"
"31632",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02089"," CDK4; cyclin-dependent kinase 4 [EC:2.7.11.22]"
"31633",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02091"," CDK6; cyclin-dependent kinase 6 [EC:2.7.11.22]"
"31634",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06626"," CCNE; G1/S-specific cyclin-E1"
"31635",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02206"," CDK2; cyclin-dependent kinase 2 [EC:2.7.11.22]"
"31636",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06618"," RB1; retinoblastoma-associated protein"
"31637",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04681"," RBL1; retinoblastoma-like protein 1"
"31638",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K16332"," RBL2; retinoblastoma-like protein 2"
"31639",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K03062"," PSMC1, RPT2; 26S proteasome regulatory subunit T2"
"31640",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K17454"," E2F1; transcription factor E2F1"
"31641",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06627"," CCNA; cyclin-A"
"31642",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04728"," ATM, TEL1; serine-protein kinase ATM [EC:2.7.11.1]"
"31643",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06640"," ATR; serine/threonine-protein kinase ATR [EC:2.7.11.1]"
"31644",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K05448"," VEGFA; vascular endothelial growth factor A"
"31645",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04467"," IKBKA, IKKA, CHUK; inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]"
"31646",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K07209"," IKBKB, IKKB; inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]"
"31647",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K07210"," IKBKG, IKKG, NEMO; inhibitor of nuclear factor kappa-B kinase subunit gamma"
"31648",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02580"," NFKB1; nuclear factor NF-kappa-B p105 subunit"
"31649",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04735"," RELA; transcription factor p65"
"31650",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06643"," MDM2; E3 ubiquitin-protein ligase Mdm2 [EC:2.3.2.27]"
"31651",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K12236"," NFX1; transcriptional repressor NF-X1"
"31652",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06067"," HDAC1_2; histone deacetylase 1/2 [EC:3.5.1.98]"
"31653",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K11643"," CHD4, MI2B; chromodomain-helicase-DNA-binding protein 4 [EC:5.6.2.-]"
"31654",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K09444"," IRF1; interferon regulatory factor 1"
"31655",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K03120"," TBP, tbp; transcription initiation factor TFIID TATA-box-binding protein"
"31656",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06751"," MHC1; MHC class I antigen"
"31657",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K14009"," BCAP31, BAP31; B-cell receptor-associated protein 31"
"31658",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02145"," ATPeV1A, ATP6A; V-type H+-transporting ATPase subunit A [EC:7.1.2.2]"
"31659",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02147"," ATPeV1B, ATP6B; V-type H+-transporting ATPase subunit B"
"31660",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02148"," ATPeV1C, ATP6C; V-type H+-transporting ATPase subunit C"
"31661",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02149"," ATPeV1D, ATP6M; V-type H+-transporting ATPase subunit D"
"31662",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02150"," ATPeV1E, ATP6E; V-type H+-transporting ATPase subunit E"
"31663",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02151"," ATPeV1F, ATP6S14; V-type H+-transporting ATPase subunit F"
"31664",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02152"," ATPeV1G, ATP6G; V-type H+-transporting ATPase subunit G"
"31665",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02144"," ATPeV1H; V-type H+-transporting ATPase subunit H"
"31666",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02154"," ATPeV0A, ATP6N; V-type H+-transporting ATPase subunit a"
"31667",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02146"," ATPeV0D, ATP6D; V-type H+-transporting ATPase subunit d"
"31668",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02153"," ATPeV0E, ATP6H; V-type H+-transporting ATPase subunit e"
"31669",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02155"," ATPeV0C, ATP6L; V-type H+-transporting ATPase 16kDa proteolipid subunit"
"31670",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K03661"," ATPeV0B, ATP6F; V-type H+-transporting ATPase 21kDa proteolipid subunit"
"31671",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K03662"," ATPeVS1, ATP6S1; V-type H+-transporting ATPase S1 subunit"
"31672",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04357"," EGF; epidermal growth factor"
"31673",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04361"," EGFR, ERBB1; epidermal growth factor receptor [EC:2.7.10.1]"
"31674",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04364"," GRB2; growth factor receptor-bound protein 2"
"31675",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K03099"," SOS; son of sevenless"
"31676",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02833"," HRAS; GTPase HRas"
"31677",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K07827"," KRAS, KRAS2; GTPase KRas"
"31678",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K07828"," NRAS; GTPase NRas"
"31679",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04366"," RAF1; RAF proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]"
"31680",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04368"," MAP2K1, MEK1; mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]"
"31681",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04369"," MAP2K2, MEK2; mitogen-activated protein kinase kinase 2 [EC:2.7.12.2]"
"31682",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04371"," ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]"
"31683",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K11987"," PTGS2, COX2; prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]"
"31684",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04261"," PTGER4; prostaglandin E receptor 4"
"31685",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04632"," GNAS; guanine nucleotide-binding protein G(s) subunit alpha"
"31686",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04345"," PKA; protein kinase A [EC:2.7.11.11]"
"31687",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02159"," BAX; apoptosis regulator BAX"
"31688",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K05870"," CREB1; cyclic AMP-responsive element-binding protein 1"
"31689",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K09048"," CREB3; cyclic AMP-responsive element-binding protein 3"
"31690",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K09047"," CREB5, CREBPA; cyclic AMP-responsive element-binding protein 5"
"31691",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K10691"," UBR4, ZUBR1; E3 ubiquitin-protein ligase UBR4 [EC:2.3.2.27]"
"31692",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K10389"," TUBG; tubulin gamma"
"31693",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K00873"," PK, pyk; pyruvate kinase [EC:2.7.1.40]"
"31694",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K05414"," IFNA; interferon alpha"
"31695",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K05130"," IFNAR1; interferon receptor 1"
"31696",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K05131"," IFNAR2; interferon receptor 2"
"31697",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K11217"," JAK1; Janus kinase 1 [EC:2.7.10.2]"
"31698",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K11219"," TYK2; non-receptor tyrosine-protein kinase TYK2 [EC:2.7.10.2]"
"31699",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K11220"," STAT1; signal transducer and activator of transcription 1"
"31700",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K11221"," STAT2; signal transducer and activator of transcription 2"
"31701",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04693"," IRF9, ISGF3G, P48; interferon regulatory factor 9"
"31702",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K16195"," EIF2AK2; eukaryotic translation initiation factor 2-alpha kinase 2 [EC:2.7.11.1]"
"31703",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K14608"," OASL; 2'-5'-oligoadenylate synthase-like protein"
"31704",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K14754"," MX; interferon-induced GTP-binding protein Mx"
"31705",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K12159"," ISG15; ubiquitin cross-reactive protein"
"31706",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06052"," JAG1, CD339; jagged-1"
"31707",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K02599"," NOTCH1; Notch 1"
"31708",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K20994"," NOTCH2; Notch 2"
"31709",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K20995"," NOTCH3; Notch 3"
"31710",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K20996"," NOTCH4; Notch 4"
"31711",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K04505"," PSEN1, PS1; presenilin 1 [EC:3.4.23.-]"
"31712",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K05948"," FNG; fringe [EC:2.4.1.222]"
"31713",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06061"," MAML; mastermind"
"31714",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06053"," RBPSUH, RBPJK; recombining binding protein suppressor of hairless"
"31715",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06054"," HES1; hairy and enhancer of split 1"
"31716",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K09087"," HES2_6_7; hairy and enhancer of split 2/6/7"
"31717",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K09088"," HES3; hairy and enhancer of split 3"
"31718",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K09089"," HES4; hairy and enhancer of split 4"
"31719",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K06055"," HES5; hairy and enhancer of split 5"
"31720",NA,"09172 Infectious disease: viral","05165 Human papillomavirus infection [PATH:ko05165]","K09091"," HEY; hairy and enhancer of split related with YRPW motif"
"31721",NA,"09171 Infectious disease: bacterial","05110 Vibrio cholerae infection [PATH:ko05110]","K10948"," hlyA; hemolysin"
