Orthogroup	vvermcdc19_braker	acastellanii_braker
OG0005065	vverm_g5245.t1	acastellanii_g3063.t1
OG0005066	vverm_g609.t1	acastellanii_g3070.t1
OG0005067	vverm_g7056.t1	acastellanii_g3071.t1
OG0005068	vverm_g687.t1	acastellanii_g3080.t1
OG0005069	vverm_g3163.t1	acastellanii_g3088.t1
OG0005070	vverm_g15570.t1	acastellanii_g3110.t1
OG0005071	vverm_g4123.t1	acastellanii_g3111.t2, acastellanii_g3111.t1
OG0005072	vverm_g7144.t1	acastellanii_g3113.t1
OG0005073	vverm_g673.t1	acastellanii_g3142.t1
OG0005075	vverm_g1970.t1	acastellanii_g3160.t1
OG0005076	vverm_g13992.t1	acastellanii_g3165.t1, acastellanii_g2906.t1
OG0005077	vverm_g11941.t1, vverm_g1430.t1	acastellanii_g2865.t1
OG0005078	vverm_g735.t1	acastellanii_g2872.t1
OG0005079	vverm_g11449.t1, vverm_g11437.t1	acastellanii_g2873.t1
OG0005080	vverm_g3016.t1	acastellanii_g2914.t1
OG0005081	vverm_g1376.t1	acastellanii_g2923.t1
OG0005082	vverm_g13432.t1	acastellanii_g2937.t1
OG0005083	vverm_g8357.t1	acastellanii_g2849.t1
OG0005084	vverm_g13799.t1	acastellanii_g2635.t1, acastellanii_g2840.t1
OG0005085	vverm_g2426.t1, vverm_g14764.t1	acastellanii_g2824.t1
OG0005086	vverm_g4875.t2, vverm_g4875.t1	acastellanii_g2825.t1
OG0005087	vverm_g15575.t2, vverm_g15575.t1	acastellanii_g2780.t1
OG0005088	vverm_g5419.t1	acastellanii_g2718.t1
OG0005089	vverm_g2798.t1	acastellanii_g2723.t1
OG0005090	vverm_g3197.t1	acastellanii_g2725.t1
OG0005091	vverm_g1658.t1	acastellanii_g2734.t1
OG0005092	vverm_g13249.t1	acastellanii_g2744.t1
OG0005093	vverm_g11240.t1	acastellanii_g2745.t1
OG0005094	vverm_g353.t1	acastellanii_g2748.t1
OG0005095	vverm_g4384.t1	acastellanii_g2751.t1
OG0005096	vverm_g14725.t1, vverm_g11301.t1	acastellanii_g2753.t1
OG0005097	vverm_g15698.t1	acastellanii_g2757.t1
OG0005098	vverm_g15452.t1	acastellanii_g2758.t1
OG0005099	vverm_g6842.t1	acastellanii_g2767.t1
OG0005100	vverm_g4964.t1, vverm_g4964.t2, vverm_g8681.t1	acastellanii_g2698.t2, acastellanii_g2698.t1
OG0005101	vverm_g9169.t1	acastellanii_g2672.t1
OG0005102	vverm_g12468.t1	acastellanii_g2655.t1
OG0005103	vverm_g15335.t1, vverm_g10933.t1	acastellanii_g2426.t1
OG0005104	vverm_g14547.t1	acastellanii_g2431.t1
OG0005105	vverm_g13791.t1	acastellanii_g2437.t1
OG0005106	vverm_g14490.t1	acastellanii_g2439.t1, acastellanii_g2439.t2
OG0005107	vverm_g11181.t1	acastellanii_g2532.t1
OG0005108	vverm_g9968.t1	acastellanii_g2552.t1
OG0005109	vverm_g11670.t1	acastellanii_g2562.t1
OG0005110	vverm_g662.t1	acastellanii_g2568.t1, acastellanii_g2585.t1
OG0005111	vverm_g13823.t1	acastellanii_g2575.t1
OG0005112	vverm_g2032.t1	acastellanii_g2580.t1
OG0005113	vverm_g11820.t1	acastellanii_g2324.t1
OG0005115	vverm_g8702.t1	acastellanii_g2362.t1
OG0005116	vverm_g9469.t1	acastellanii_g2304.t1
OG0005117	vverm_g1534.t1	acastellanii_g1789.t1
OG0005118	vverm_g8759.t1	acastellanii_g1803.t1
OG0005119	vverm_g10226.t1	acastellanii_g1806.t1
OG0005120	vverm_g8969.t1	acastellanii_g1816.t1
OG0005121	vverm_g8378.t1	acastellanii_g1830.t1
OG0005122	vverm_g14287.t1	acastellanii_g1833.t1
OG0005123	vverm_g13351.t1	acastellanii_g1838.t1
OG0005124	vverm_g1520.t1	acastellanii_g1841.t1
OG0005125	vverm_g12370.t1	acastellanii_g1844.t2, acastellanii_g1844.t1
OG0005126	vverm_g9662.t1	acastellanii_g1851.t1, acastellanii_g1851.t2
OG0005127	vverm_g4398.t1	acastellanii_g1881.t1
OG0005128	vverm_g2813.t1	acastellanii_g1882.t1
OG0005129	vverm_g1977.t1	acastellanii_g1895.t1
OG0005130	vverm_g8479.t1	acastellanii_g1905.t1
OG0005131	vverm_g11414.t2, vverm_g11414.t1	acastellanii_g1916.t1
OG0005132	vverm_g1287.t1	acastellanii_g1920.t1
OG0005133	vverm_g9118.t1	acastellanii_g1929.t1
OG0005134	vverm_g14868.t1	acastellanii_g1930.t1
OG0005135	vverm_g1301.t1	acastellanii_g1941.t1
OG0005136	vverm_g7423.t1	acastellanii_g1953.t1
OG0005137	vverm_g5108.t1	acastellanii_g1956.t1, acastellanii_g1956.t3, acastellanii_g1956.t2
OG0005138	vverm_g585.t1	acastellanii_g1959.t1
OG0005139	vverm_g584.t2, vverm_g584.t1	acastellanii_g1968.t1
OG0005140	vverm_g3320.t1	acastellanii_g1994.t1
OG0005141	vverm_g2598.t1	acastellanii_g1995.t1
OG0005142	vverm_g1308.t1	acastellanii_g1998.t1
OG0005143	vverm_g1335.t1	acastellanii_g2005.t1
OG0005144	vverm_g15469.t1	acastellanii_g2037.t1
OG0005145	vverm_g12464.t2	acastellanii_g2049.t1
OG0005146	vverm_g8380.t1	acastellanii_g2051.t1
OG0005147	vverm_g2450.t2, vverm_g2450.t1	acastellanii_g2052.t1
OG0005148	vverm_g10513.t1	acastellanii_g2057.t1
OG0005149	vverm_g8342.t1	acastellanii_g2061.t1
OG0005150	vverm_g6324.t1	acastellanii_g2071.t1
OG0005151	vverm_g6310.t1	acastellanii_g2072.t1
OG0005152	vverm_g15265.t1	acastellanii_g2073.t1
OG0005155	vverm_g1401.t1	acastellanii_g2123.t1
OG0005156	vverm_g14891.t1	acastellanii_g2124.t1
OG0005157	vverm_g11079.t1	acastellanii_g2144.t1
OG0005159	vverm_g6794.t1	acastellanii_g2176.t1
OG0005160	vverm_g1653.t1	acastellanii_g2178.t1
OG0005161	vverm_g2626.t1	acastellanii_g2180.t1
OG0005162	vverm_g6806.t1	acastellanii_g2190.t2, acastellanii_g2190.t1
OG0005163	vverm_g12082.t1	acastellanii_g2199.t1
OG0005164	vverm_g8326.t1	acastellanii_g2204.t1
OG0005165	vverm_g7136.t1	acastellanii_g2228.t1
OG0005166	vverm_g15307.t1	acastellanii_g2229.t1
OG0005168	vverm_g11429.t1	acastellanii_g2263.t1
OG0005169	vverm_g8331.t1	acastellanii_g2264.t1
OG0005170	vverm_g167.t1	acastellanii_g2270.t1, acastellanii_g2270.t2
OG0005171	vverm_g11466.t1	acastellanii_g2282.t1
OG0005172	vverm_g6312.t1	acastellanii_g1771.t1
OG0005173	vverm_g9151.t1	acastellanii_g1758.t1
OG0005174	vverm_g11124.t1	acastellanii_g1759.t1
OG0005175	vverm_g9776.t1	acastellanii_g1748.t1
OG0005176	vverm_g11038.t1	acastellanii_g1714.t1
OG0005177	vverm_g11116.t1	acastellanii_g1695.t1
OG0005178	vverm_g8638.t1	acastellanii_g1697.t1
OG0005179	vverm_g3748.t1	acastellanii_g1698.t1
OG0005180	vverm_g4238.t1	acastellanii_g1659.t1
OG0005181	vverm_g16269.t1	acastellanii_g1669.t1
OG0005182	vverm_g11968.t1	acastellanii_g1671.t1
OG0005183	vverm_g1971.t1	acastellanii_g1608.t1
OG0005184	vverm_g14423.t2, vverm_g14423.t1, vverm_g6802.t1	acastellanii_g1471.t2, acastellanii_g1471.t1
OG0005185	vverm_g12305.t1	acastellanii_g1481.t1
OG0005186	vverm_g10384.t1	acastellanii_g1511.t1
OG0005187	vverm_g5393.t1	acastellanii_g1535.t2, acastellanii_g1535.t1
OG0005188	vverm_g6164.t1	acastellanii_g1536.t1
OG0005189	vverm_g5077.t1	acastellanii_g1570.t1
OG0005191	vverm_g4822.t1	acastellanii_g1586.t1
OG0005192	vverm_g4448.t1	acastellanii_g1589.t1
OG0005193	vverm_g3701.t1	acastellanii_g1593.t1
OG0005194	vverm_g5589.t1, vverm_g5589.t2	acastellanii_g1444.t1
OG0005195	vverm_g7248.t1	acastellanii_g1424.t1
OG0005196	vverm_g14814.t1	acastellanii_g1389.t1
OG0005197	vverm_g12900.t1	acastellanii_g1324.t1
OG0005198	vverm_g11424.t1	acastellanii_g1342.t1, acastellanii_g232.t1
OG0005199	vverm_g12674.t1	acastellanii_g1348.t1
OG0005200	vverm_g1436.t1, vverm_g1436.t2, vverm_g1439.t1	acastellanii_g1362.t1
OG0005201	vverm_g3230.t1	acastellanii_g1280.t1
OG0005202	vverm_g1355.t1	acastellanii_g1282.t1
OG0005203	vverm_g2511.t1	acastellanii_g1287.t1
OG0005204	vverm_g2288.t1	acastellanii_g1288.t1
OG0005205	vverm_g9459.t1	acastellanii_g1260.t1
OG0005206	vverm_g15007.t2, vverm_g15007.t1	acastellanii_g1205.t1
OG0005207	vverm_g12101.t1	acastellanii_g1216.t1
OG0005209	vverm_g16344.t1	acastellanii_g1189.t1
OG0005210	vverm_g12424.t1	acastellanii_g1104.t1, acastellanii_g1104.t2
OG0005211	vverm_g13246.t1	acastellanii_g1118.t4
OG0005212	vverm_g6412.t1	acastellanii_g1127.t1
OG0005213	vverm_g1953.t1	acastellanii_g1136.t1
OG0005214	vverm_g14486.t1	acastellanii_g1060.t1
OG0005215	vverm_g12385.t1	acastellanii_g1065.t1
OG0005216	vverm_g16271.t1	acastellanii_g1073.t1, acastellanii_g1075.t1
OG0005217	vverm_g629.t1	acastellanii_g950.t1
OG0005218	vverm_g16184.t1	acastellanii_g960.t1
OG0005219	vverm_g3840.t1	acastellanii_g964.t1
OG0005220	vverm_g7000.t1	acastellanii_g969.t1, acastellanii_g969.t2
OG0005221	vverm_g651.t2, vverm_g651.t1	acastellanii_g694.t1
OG0005222	vverm_g8627.t1	acastellanii_g707.t1
OG0005225	vverm_g13191.t1	acastellanii_g790.t1
OG0005226	vverm_g15379.t1	acastellanii_g806.t1
OG0005227	vverm_g5057.t1	acastellanii_g809.t1
OG0005228	vverm_g15682.t1	acastellanii_g810.t1
OG0005229	vverm_g1909.t1	acastellanii_g817.t1
OG0005230	vverm_g8962.t1	acastellanii_g818.t1
OG0005231	vverm_g15670.t1	acastellanii_g820.t1
OG0005232	vverm_g15690.t1	acastellanii_g822.t1
OG0005233	vverm_g11029.t1	acastellanii_g826.t1
OG0005234	vverm_g11061.t1	acastellanii_g830.t1
OG0005235	vverm_g8138.t2, vverm_g8138.t1	acastellanii_g888.t1
OG0005236	vverm_g13205.t1	acastellanii_g924.t1
OG0005237	vverm_g8665.t1	acastellanii_g678.t1
OG0005238	vverm_g11991.t1	acastellanii_g622.t1
OG0005240	vverm_g8037.t1	acastellanii_g615.t1
OG0005242	vverm_g3247.t1	acastellanii_g565.t1
OG0005243	vverm_g4847.t1	acastellanii_g566.t1
OG0005244	vverm_g14301.t1, vverm_g14301.t2	acastellanii_g569.t1
OG0005245	vverm_g12404.t1	acastellanii_g578.t1
OG0005246	vverm_g12655.t1	acastellanii_g590.t1
OG0005247	vverm_g12653.t1	acastellanii_g592.t1
OG0005248	vverm_g10295.t1	acastellanii_g593.t1
OG0005249	vverm_g1374.t1	acastellanii_g600.t1
OG0005250	vverm_g5971.t1	acastellanii_g481.t1
OG0005251	vverm_g2952.t1	acastellanii_g492.t1
OG0005252	vverm_g13210.t1	acastellanii_g493.t1
OG0005253	vverm_g14860.t1	acastellanii_g517.t1, acastellanii_g517.t2
OG0005254	vverm_g9942.t1	acastellanii_g532.t1
OG0005255	vverm_g683.t1	acastellanii_g537.t1
OG0005256	vverm_g10779.t1, vverm_g13754.t1	acastellanii_g335.t1
OG0005257	vverm_g15023.t1	acastellanii_g340.t1
OG0005258	vverm_g8897.t1	acastellanii_g358.t1
OG0005259	vverm_g4201.t1	acastellanii_g422.t1
OG0005260	vverm_g9427.t1	acastellanii_g430.t1
OG0005261	vverm_g14231.t1	acastellanii_g436.t1, acastellanii_g436.t2
OG0005262	vverm_g333.t1	acastellanii_g288.t1
OG0005263	vverm_g15269.t1	acastellanii_g236.t1
OG0005264	vverm_g11491.t1	acastellanii_g240.t1
OG0005265	vverm_g14839.t1	acastellanii_g247.t1
OG0005266	vverm_g737.t1	acastellanii_g251.t1
OG0005267	vverm_g7409.t2, vverm_g13312.t2	acastellanii_g252.t2
OG0005268	vverm_g2783.t1	acastellanii_g255.t1
OG0005269	vverm_g7917.t1	acastellanii_g277.t1
OG0005270	vverm_g3380.t1	acastellanii_g283.t1
OG0005271	vverm_g13610.t1	acastellanii_g186.t1
OG0005272	vverm_g9384.t1, vverm_g2364.t1, vverm_g14535.t1	acastellanii_g171.t1, acastellanii_g171.t2
OG0005274	vverm_g12193.t1	acastellanii_g118.t1
OG0005275	vverm_g7406.t1, vverm_g13309.t1	acastellanii_g121.t1
OG0005276	vverm_g6955.t1	acastellanii_g123.t1
OG0005277	vverm_g11191.t1	acastellanii_g143.t1
OG0005278	vverm_g15665.t1	acastellanii_g151.t1
OG0005279	vverm_g3739.t1	acastellanii_g61.t1
OG0005280	vverm_g15755.t1	acastellanii_g70.t1
OG0005281	vverm_g6531.t1	acastellanii_g79.t1
OG0005282	vverm_g4439.t1	acastellanii_g81.t1
OG0005283	vverm_g9804.t1	acastellanii_g92.t1
OG0005284	vverm_g15260.t1	acastellanii_g93.t1
OG0005285	vverm_g987.t1	acastellanii_g95.t1
OG0005286	vverm_g9147.t1	acastellanii_g16.t1
OG0005287	vverm_g16505.t1	acastellanii_g26.t1
OG0005288	vverm_g9494.t1	acastellanii_g31.t1
OG0005289	vverm_g5898.t2, vverm_g5898.t1, vverm_g14041.t2, vverm_g14041.t1	acastellanii_g42.t1
OG0006029	vverm_g16696.t1	acastellanii_g14214.t1
OG0006033	vverm_g10000.t1	acastellanii_g14135.t2, acastellanii_g14135.t1
OG0006035	vverm_g8009.t1	acastellanii_g14139.t1
OG0006043	vverm_g2862.t1	acastellanii_g13569.t1
OG0006045	vverm_g236.t1, vverm_g3226.t1	acastellanii_g13663.t1, acastellanii_g13663.t2
OG0006049	vverm_g3842.t1	acastellanii_g13732.t1
OG0006050	vverm_g12031.t1	acastellanii_g13733.t1
OG0006051	vverm_g13627.t1, vverm_g9784.t1	acastellanii_g13750.t3
OG0006052	vverm_g2479.t1	acastellanii_g13773.t1, acastellanii_g2768.t1
OG0006053	vverm_g3235.t1	acastellanii_g13774.t1
OG0006054	vverm_g7727.t1	acastellanii_g13778.t1
OG0006056	vverm_g5017.t1, vverm_g5017.t2	acastellanii_g13798.t1
OG0006058	vverm_g13177.t2, vverm_g10032.t1, vverm_g13177.t1	acastellanii_g13819.t1
OG0006060	vverm_g1155.t1	acastellanii_g13829.t1
OG0006061	vverm_g16348.t1	acastellanii_g13830.t1
OG0006062	vverm_g9315.t1	acastellanii_g13832.t2, acastellanii_g13832.t1
OG0006063	vverm_g9899.t1	acastellanii_g13859.t1
OG0006064	vverm_g5445.t1, vverm_g15857.t1	acastellanii_g13874.t1, acastellanii_g4214.t1
OG0006066	vverm_g10068.t2, vverm_g10068.t1	acastellanii_g13918.t1
OG0006067	vverm_g1819.t1, vverm_g16622.t1	acastellanii_g713.t1, acastellanii_g13926.t1
OG0006068	vverm_g1638.t1	acastellanii_g13950.t1
OG0006069	vverm_g984.t1	acastellanii_g13951.t1
OG0006070	vverm_g12482.t2, vverm_g12482.t1, vverm_g7571.t1	acastellanii_g13967.t1
OG0006071	vverm_g4336.t1	acastellanii_g13981.t1
OG0006072	vverm_g9485.t1	acastellanii_g13985.t1
OG0006073	vverm_g11826.t1	acastellanii_g13993.t1
OG0006074	vverm_g7454.t1, vverm_g5692.t1	acastellanii_g14014.t1
OG0006075	vverm_g14329.t1	acastellanii_g14031.t1
OG0006076	vverm_g14180.t1	acastellanii_g14058.t1
OG0006077	vverm_g4064.t1	acastellanii_g14070.t1
OG0006079	vverm_g12418.t1	acastellanii_g5616.t1, acastellanii_g13542.t1, acastellanii_g11402.t1
OG0006080	vverm_g1526.t1	acastellanii_g13545.t1, acastellanii_g11736.t1
OG0006083	vverm_g7648.t1	acastellanii_g137.t1, acastellanii_g13468.t1, acastellanii_g13468.t2
OG0006084	vverm_g9005.t1, vverm_g9005.t2	acastellanii_g13110.t1
OG0006089	vverm_g16252.t1, vverm_g16252.t2	acastellanii_g13186.t1
OG0006091	vverm_g16185.t1	acastellanii_g13245.t1
OG0006092	vverm_g3374.t1	acastellanii_g13254.t1
OG0006094	vverm_g1961.t1	acastellanii_g13288.t1
OG0006096	vverm_g6366.t1	acastellanii_g13329.t1
OG0006098	vverm_g16676.t1	acastellanii_g13368.t1
OG0006099	vverm_g6991.t2, vverm_g6991.t1	acastellanii_g13414.t1
OG0006102	vverm_g11945.t1	acastellanii_g13438.t1
OG0006103	vverm_g7330.t1	acastellanii_g13047.t1
OG0006105	vverm_g10313.t1	acastellanii_g14263.t1, acastellanii_g14263.t2, acastellanii_g4536.t1
OG0006109	vverm_g9587.t1	acastellanii_g12929.t1
OG0006110	vverm_g11795.t1	acastellanii_g12920.t1
OG0006112	vverm_g6526.t1	acastellanii_g9194.t1, acastellanii_g12853.t1, acastellanii_g9195.t1
OG0006114	vverm_g12760.t1	acastellanii_g12805.t1
OG0006119	vverm_g6004.t1	acastellanii_g12729.t2, acastellanii_g12729.t1
OG0006120	vverm_g13621.t1	acastellanii_g12739.t1
OG0006122	vverm_g14229.t2	acastellanii_g12752.t1
OG0006124	vverm_g5766.t1	acastellanii_g12643.t1
OG0006125	vverm_g11951.t1	acastellanii_g1493.t1, acastellanii_g9716.t1, acastellanii_g12672.t1
OG0006126	vverm_g1174.t1	acastellanii_g12679.t1
OG0006128	vverm_g7618.t1	acastellanii_g12618.t1
OG0006129	vverm_g6814.t1	acastellanii_g12522.t1
OG0006132	vverm_g13604.t2, vverm_g13604.t1	acastellanii_g12551.t1, acastellanii_g12551.t2
OG0006133	vverm_g3691.t1, vverm_g10447.t1	acastellanii_g12566.t1
OG0006135	vverm_g4148.t1	acastellanii_g12570.t1
OG0006136	vverm_g16841.t1	acastellanii_g11732.t1, acastellanii_g12577.t1
OG0006137	vverm_g4717.t1	acastellanii_g12579.t1, acastellanii_g12578.t1, acastellanii_g12588.t1
OG0006139	vverm_g8755.t1	acastellanii_g12460.t1
OG0006140	vverm_g16843.t1	acastellanii_g12461.t1
OG0006141	vverm_g4208.t1	acastellanii_g12467.t1
OG0006142	vverm_g10462.t1	acastellanii_g12474.t1
OG0006143	vverm_g13935.t1	acastellanii_g12496.t2
OG0006145	vverm_g16602.t1	acastellanii_g712.t1, acastellanii_g12423.t2, acastellanii_g12423.t1
OG0006150	vverm_g12793.t1, vverm_g12793.t2	acastellanii_g12349.t2, acastellanii_g12349.t1
OG0006153	vverm_g6994.t1	acastellanii_g6828.t1, acastellanii_g12342.t2, acastellanii_g12342.t1
OG0006155	vverm_g11279.t1	acastellanii_g11826.t1
OG0006158	vverm_g6680.t1	acastellanii_g11886.t1
OG0006160	vverm_g5967.t1	acastellanii_g11891.t1
OG0006164	vverm_g2367.t1	acastellanii_g11925.t1
OG0006165	vverm_g6037.t1	acastellanii_g11945.t1
OG0006167	vverm_g3638.t1	acastellanii_g11988.t1
OG0006168	vverm_g11847.t1, vverm_g11848.t1, vverm_g11848.t2	acastellanii_g11994.t1
OG0006169	vverm_g12435.t1	acastellanii_g12002.t1
OG0006171	vverm_g14905.t1	acastellanii_g12042.t1, acastellanii_g1979.t1
OG0006172	vverm_g14776.t1	acastellanii_g12045.t1
OG0006173	vverm_g2298.t1	acastellanii_g12049.t1
OG0006176	vverm_g16069.t1	acastellanii_g12118.t1
OG0006177	vverm_g9299.t1, vverm_g773.t2, vverm_g773.t1	acastellanii_g12124.t1
OG0006179	vverm_g13984.t1, vverm_g13984.t2	acastellanii_g12151.t1
OG0006180	vverm_g5308.t1	acastellanii_g12157.t2, acastellanii_g12157.t1
OG0006182	vverm_g8917.t1	acastellanii_g12190.t1, acastellanii_g12190.t3, acastellanii_g12190.t2
OG0006183	vverm_g14807.t1	acastellanii_g12203.t1
OG0006185	vverm_g136.t1, vverm_g8051.t1, vverm_g8051.t2	acastellanii_g12206.t1
OG0006186	vverm_g3826.t1, vverm_g3826.t2	acastellanii_g12225.t1, acastellanii_g1532.t1
OG0006187	vverm_g5820.t1	acastellanii_g12279.t1, acastellanii_g12279.t2
OG0006188	vverm_g4732.t1	acastellanii_g10840.t1, acastellanii_g10842.t1, acastellanii_g12288.t1
OG0006189	vverm_g6038.t1	acastellanii_g11801.t1
OG0006190	vverm_g1368.t1	acastellanii_g11795.t1, acastellanii_g7166.t1
OG0006192	vverm_g221.t1	acastellanii_g11759.t1
OG0006195	vverm_g16274.t1	acastellanii_g11657.t1
OG0006196	vverm_g15483.t1	acastellanii_g11677.t1
OG0006197	vverm_g14291.t1	acastellanii_g11697.t1
OG0006198	vverm_g11967.t1	acastellanii_g11705.t1, acastellanii_g11705.t2
OG0006201	vverm_g7012.t1	acastellanii_g11599.t1
OG0006202	vverm_g12783.t1	acastellanii_g11612.t1
OG0006205	vverm_g2943.t1	acastellanii_g11520.t1
OG0006207	vverm_g5136.t1	acastellanii_g11539.t1
OG0006212	vverm_g7157.t1	acastellanii_g11564.t1
OG0006213	vverm_g15494.t1	acastellanii_g11434.t1
OG0006215	vverm_g3357.t1	acastellanii_g11464.t1, acastellanii_g11464.t2
OG0006216	vverm_g8783.t1	acastellanii_g11467.t1
OG0006217	vverm_g8701.t1	acastellanii_g11474.t1
OG0006218	vverm_g14010.t1	acastellanii_g11476.t1
OG0006219	vverm_g4132.t1	acastellanii_g11490.t1
OG0006220	vverm_g6832.t1	acastellanii_g11391.t1
OG0006222	vverm_g16849.t1	acastellanii_g11344.t1
OG0006226	vverm_g8827.t2, vverm_g8827.t1	acastellanii_g11171.t1
OG0006227	vverm_g12964.t1	acastellanii_g11174.t1
OG0006228	vverm_g1976.t1	acastellanii_g11202.t1
OG0006230	vverm_g911.t1	acastellanii_g11158.t1
OG0006231	vverm_g14527.t1	acastellanii_g11161.t1
OG0006234	vverm_g9606.t1	acastellanii_g10957.t1, acastellanii_g10957.t2
OG0006236	vverm_g15612.t1, vverm_g16058.t1	acastellanii_g10999.t1, acastellanii_g3029.t1
OG0006237	vverm_g5621.t1	acastellanii_g11014.t1
OG0006239	vverm_g7290.t1, vverm_g16751.t1	acastellanii_g11081.t1, acastellanii_g11101.t1
OG0006240	vverm_g13898.t1, vverm_g6749.t1, vverm_g13898.t2	acastellanii_g11118.t1
OG0006241	vverm_g9333.t1, vverm_g1844.t2, vverm_g1844.t1	acastellanii_g11125.t1
OG0006243	vverm_g1879.t3, vverm_g1879.t1	acastellanii_g11142.t1, acastellanii_g11142.t2
OG0006244	vverm_g10222.t1	acastellanii_g11143.t1
OG0006245	vverm_g2784.t1	acastellanii_g10902.t2, acastellanii_g10902.t1
OG0006246	vverm_g2812.t1	acastellanii_g1400.t1, acastellanii_g10926.t2, acastellanii_g10926.t1
OG0006248	vverm_g12765.t1, vverm_g12765.t2	acastellanii_g10729.t1
OG0006250	vverm_g9786.t1	acastellanii_g10735.t1
OG0006251	vverm_g13648.t1	acastellanii_g10736.t1
OG0006252	vverm_g16297.t1	acastellanii_g10738.t1
OG0006253	vverm_g9932.t1	acastellanii_g10748.t1
OG0006255	vverm_g9240.t1	acastellanii_g10780.t1
OG0006260	vverm_g8121.t1, vverm_g8121.t2	acastellanii_g10636.t1, acastellanii_g10636.t2
OG0006261	vverm_g14098.t1, vverm_g14100.t1	acastellanii_g10638.t2, acastellanii_g10638.t1
OG0006265	vverm_g16091.t1, vverm_g16091.t2	acastellanii_g10503.t1
OG0006266	vverm_g12895.t1	acastellanii_g10536.t1, acastellanii_g10537.t1, acastellanii_g10538.t1
OG0006267	vverm_g16374.t1	acastellanii_g10261.t1
OG0006268	vverm_g10426.t1	acastellanii_g3402.t1, acastellanii_g1134.t1, acastellanii_g10269.t1
OG0006271	vverm_g6891.t1, vverm_g6891.t2	acastellanii_g10373.t1
OG0006272	vverm_g3186.t1	acastellanii_g10400.t1
OG0006275	vverm_g2788.t1	acastellanii_g10053.t1
OG0006276	vverm_g15025.t1	acastellanii_g10067.t1
OG0006277	vverm_g1413.t3, vverm_g1413.t1, vverm_g1413.t2	acastellanii_g10090.t1
OG0006278	vverm_g6921.t1	acastellanii_g10096.t1
OG0006279	vverm_g12184.t1	acastellanii_g10117.t1, acastellanii_g722.t1
OG0006280	vverm_g14247.t3	acastellanii_g10173.t1
OG0006281	vverm_g4791.t1	acastellanii_g10183.t1
OG0006283	vverm_g16853.t1	acastellanii_g10197.t1
OG0006284	vverm_g5025.t2, vverm_g5025.t1	acastellanii_g10211.t1
OG0006285	vverm_g4995.t1	acastellanii_g10212.t1
OG0006286	vverm_g6678.t1	acastellanii_g10213.t1
OG0006288	vverm_g14623.t1	acastellanii_g9617.t1
OG0006291	vverm_g10345.t1	acastellanii_g9645.t1, acastellanii_g9645.t3, acastellanii_g9645.t2
OG0006293	vverm_g13692.t1	acastellanii_g3046.t1, acastellanii_g9691.t1
OG0006294	vverm_g14765.t1	acastellanii_g9693.t1
OG0006295	vverm_g9126.t1	acastellanii_g9710.t1
OG0006298	vverm_g14469.t1	acastellanii_g9742.t1
OG0006299	vverm_g8104.t1	acastellanii_g9790.t1
OG0006302	vverm_g9917.t1	acastellanii_g9853.t1
OG0006304	vverm_g15295.t1	acastellanii_g9867.t1
OG0006308	vverm_g9925.t3	acastellanii_g9936.t1
OG0006309	vverm_g15656.t1	acastellanii_g9949.t1
OG0006310	vverm_g372.t1	acastellanii_g9957.t1
OG0006311	vverm_g7935.t1	acastellanii_g5347.t1, acastellanii_g4283.t1, acastellanii_g9330.t1
OG0006312	vverm_g14656.t1	acastellanii_g9343.t1
OG0006313	vverm_g5134.t1	acastellanii_g9379.t1
OG0006314	vverm_g8910.t1	acastellanii_g9421.t1
OG0006315	vverm_g5129.t1	acastellanii_g9429.t1
OG0006316	vverm_g3436.t1	acastellanii_g9438.t1, acastellanii_g8943.t2
OG0006317	vverm_g10299.t1	acastellanii_g9441.t1
OG0006319	vverm_g6315.t1	acastellanii_g9469.t1
OG0006321	vverm_g5144.t1	acastellanii_g9498.t1, acastellanii_g9498.t2
OG0006323	vverm_g2172.t1	acastellanii_g9507.t1
OG0006324	vverm_g5301.t1	acastellanii_g9524.t1
OG0006326	vverm_g7278.t2, vverm_g7278.t1, vverm_g14921.t1	acastellanii_g9560.t1
OG0006327	vverm_g14981.t1	acastellanii_g9562.t2, acastellanii_g9562.t1
OG0006328	vverm_g4085.t1	acastellanii_g9569.t1
OG0006330	vverm_g14857.t1	acastellanii_g9309.t1
OG0006332	vverm_g11022.t1	acastellanii_g9225.t1
OG0006333	vverm_g11451.t1	acastellanii_g9237.t3
OG0006335	vverm_g7382.t1, vverm_g15787.t1	acastellanii_g9153.t1, acastellanii_g9152.t1
OG0006337	vverm_g8030.t1	acastellanii_g9077.t1
OG0006338	vverm_g11551.t1	acastellanii_g9078.t2, acastellanii_g3992.t1, acastellanii_g9078.t1
OG0006339	vverm_g12686.t1	acastellanii_g9081.t1
OG0006340	vverm_g5581.t2, vverm_g5581.t1	acastellanii_g8724.t1
OG0006342	vverm_g2486.t1	acastellanii_g8780.t1
OG0006343	vverm_g5307.t1	acastellanii_g8781.t1
OG0006344	vverm_g12405.t1, vverm_g12405.t2	acastellanii_g8805.t1
OG0006346	vverm_g7542.t2	acastellanii_g7723.t1, acastellanii_g8838.t2
OG0006347	vverm_g4413.t2	acastellanii_g8846.t1
OG0006348	vverm_g4889.t1	acastellanii_g8902.t1
OG0006349	vverm_g9144.t1	acastellanii_g8903.t1, acastellanii_g2105.t1, acastellanii_g5695.t1
